Date,PAM_shr_px,PAM_shrs,PAM_mkt_cap,SUPV_shr_px,SUPV_shrs,SUPV_mkt_cap,TEO_shr_px,TEO_shrs,TEO_mkt_cap,EDN_shr_px,EDN_shrs,EDN_mkt_cap,BBAR_shr_px,BBAR_shrs,BBAR_mkt_cap,LOMA_shr_px,LOMA_shrs,LOMA_mkt_cap,YPF_shr_px,YPF_shrs,YPF_mkt_cap,BMA_shr_px,BMA_shrs,BMA_mkt_cap,TS_shr_px,TS_shrs,TS_mkt_cap,CEPU_shr_px,CEPU_shrs,CEPU_mkt_cap,TGS_shr_px,TGS_shrs,TGS_mkt_cap,AGRO_shr_px,AGRO_shrs,AGRO_mkt_cap,CAAP_shr_px,CAAP_shrs,CAAP_mkt_cap,GGAL_shr_px,GGAL_shrs,GGAL_mkt_cap,CRESY_shr_px,CRESY_shrs,CRESY_mkt_cap,BIOX_shr_px,BIOX_shrs,BIOX_mkt_cap,VIST_shr_px,VIST_shrs,VIST_mkt_cap
17/06/2024,43.970001220703125,53.816,2366.2895856933596,6.579999923706055,102.373,673.61433218956,6.889999866485596,706.978,4871.078325608253,15.779999732971191,86.628,1366.9898168678283,9.390000343322754,204.24,1917.8136701202393,6.849999904632568,114.223,782.4275391068459,20.299999237060547,391.535,7948.1602012825015,57.5099983215332,63.942,3677.304312675476,30.540000915527344,578.065,17654.105629234316,9.039999961853027,149.143,1348.252714310646,18.440000534057617,150.0,2766.0000801086426,9.140000343322754,106.738,975.585356645584,17.6299991607666,161.414,2845.72868453598,32.060001373291016,182.218,5841.909330238342,7.929999828338623,58.681,465.34031992673874,10.600000381469728,63.9,677.3400243759156,42.65999984741211,100.733,4297.2697646293645
10/06/2024,47.27999877929688,53.816,2544.4204143066413,7.170000076293945,102.373,734.0144178104401,7.46999979019165,706.978,5281.125511670112,17.079999923706055,86.628,1479.606233390808,10.002077102661133,204.24,2042.8242274475099,7.139999866485596,114.223,815.5522047495842,20.8799991607666,391.535,8175.250471410752,61.70800018310547,63.942,3945.73294770813,30.5,578.065,17630.982500000002,9.5,149.143,1416.8585,18.920000076293945,150.0,2838.000011444092,9.050000190734863,106.738,965.9789203586579,17.399999618530273,161.414,2808.6035384254455,34.471431732177734,182.218,6281.315347373962,7.976999759674072,58.681,468.09832289743423,10.78499984741211,63.9,689.1614902496337,43.61000061035156,100.733,4392.966191482544
03/06/2024,43.45000076293945,53.816,2338.3052410583496,6.199999809265137,102.373,634.7125804738998,7.170000076293945,706.978,5069.032313938141,16.350000381469727,86.628,1416.3678330459595,9.333999633789062,204.24,1906.3760852050782,6.989999771118164,114.223,798.4187438564301,20.020000457763672,391.535,7838.5308792304995,55.48567199707031,63.942,3547.86483883667,32.0,578.065,18498.08,8.729999542236328,149.143,1302.0183217277527,16.950000762939453,150.0,2542.500114440918,9.010000228881836,106.738,961.7094044303894,17.239999771118164,161.414,2782.777323055267,31.3799991607666,182.218,5718.000687076568,7.976999759674072,58.681,468.09832289743423,10.68000030517578,63.9,682.4520195007323,42.83000183105469,100.733,4314.394574447632
27/05/2024,49.34999847412109,53.816,2655.8195178833007,7.239999771118164,102.373,741.1804965686798,8.760000228881836,706.978,6193.127441814422,18.15999984741211,86.628,1573.1644667816163,10.775138854980469,204.24,2200.714359741211,7.460000038146973,114.223,852.1035843572616,23.209999084472656,391.535,9087.526991539002,64.44971466064453,63.942,4121.043654830933,32.970001220703125,578.065,19058.803755645753,9.9399995803833,149.143,1482.4813574171067,19.63999938964844,150.0,2945.999908447266,9.84000015258789,106.738,1050.3019362869263,18.34000015258789,161.414,2960.3327846298216,35.52172088623047,182.218,6472.696936447143,9.446447372436523,58.681,554.3269782619476,11.779999732971191,63.9,752.7419829368591,48.45000076293945,100.733,4880.51392685318
20/05/2024,45.720001220703125,53.816,2460.4675856933595,6.322853088378906,102.373,647.2894392166138,8.229999542236328,706.978,5818.428616371154,16.06999969482422,86.628,1392.1119335632325,9.391263961791992,204.24,1918.0717515563965,6.929999828338623,114.223,791.5653703923225,21.01000022888184,391.535,8226.150439615252,56.681522369384766,63.942,3624.329903343201,32.83418655395508,578.065,18980.294050312044,9.479999542236328,149.143,1413.8755717277527,17.979999542236328,150.0,2696.999931335449,9.949999809265137,106.738,1062.043079641342,17.899999618530273,161.414,2889.3105384254454,32.17267608642578,182.218,5862.440691116332,8.921645164489746,58.681,523.5310598974228,10.949999809265137,63.9,699.7049878120422,44.31999969482422,100.733,4464.486529258728
13/05/2024,47.88999938964844,53.816,2577.2482071533204,7.405934810638428,102.373,758.1677643694878,8.970000267028809,706.978,6341.592848783493,18.96999931335449,86.628,1643.3331005172727,10.937386512756348,204.24,2233.8518213653565,7.449999809265137,114.223,850.9613282136917,23.440000534057617,391.535,9177.58060910225,63.176082611083984,63.942,4039.605074317932,34.29999923706055,578.065,19827.629058971408,10.359999656677246,149.143,1545.1214287958146,18.86000061035156,150.0,2829.000091552734,10.31999969482422,106.738,1101.5361274261477,18.3799991607666,161.414,2966.78918453598,36.33421325683594,182.218,6620.74767123413,9.58957576751709,58.681,562.7258956136703,11.510000228881836,63.9,735.4890146255493,47.4900016784668,100.733,4783.810339076996
06/05/2024,47.09000015258789,53.816,2534.19544821167,6.927817344665527,102.373,709.221445025444,9.470000267028809,706.978,6695.081848783492,20.18000030517578,86.628,1748.1530664367676,10.402923583984377,204.24,2124.6931127929693,7.679999828338623,114.223,877.2326203923226,22.780000686645508,391.535,8919.167568845749,60.66770553588867,63.942,3879.2144273757935,33.34233474731445,578.065,19274.03673570633,10.31999969482422,149.143,1539.1557144851688,18.670000076293945,150.0,2800.500011444092,11.079999923706056,106.738,1182.657031856537,17.889999389648438,161.414,2887.6963614807128,34.649784088134766,182.218,6313.81435697174,9.751787185668944,58.681,572.2446238422392,12.90999984741211,63.9,824.9489902496338,45.34999847412109,100.733,4568.24139629364
29/04/2024,48.7400016784668,53.816,2622.991930328369,6.703395366668701,102.373,686.246693871975,8.579999923706055,706.978,6065.871186061859,18.68000030517578,86.628,1618.2110664367676,10.011621475219728,204.24,2044.7735700988774,7.420000076293945,114.223,847.5346687145233,23.3799991607666,391.535,9154.087971410752,58.54822540283203,63.942,3743.690628707886,33.02962875366211,578.065,19093.27234548569,10.880000114440918,149.143,1622.6758570680618,19.200000762939453,150.0,2880.000114440918,11.109999656677246,106.738,1185.859143354416,17.31999969482422,161.414,2795.690430740356,34.005733489990234,182.218,6196.45674507904,9.32240390777588,58.681,547.0479837121965,12.140000343322754,63.9,775.7460219383239,43.20000076293945,100.733,4351.66567685318
22/04/2024,44.040000915527344,53.816,2370.0566892700194,5.883766174316406,102.373,602.3387945632935,7.989999771118164,706.978,5648.754058185577,16.639999389648438,86.628,1441.4898671264648,8.828169822692871,204.24,1803.065404586792,7.190000057220459,114.223,821.2633765358925,21.170000076293945,391.535,8288.795979871751,49.95363235473633,63.942,3194.1351600265502,33.8211669921875,578.065,19550.83289733887,10.079999923706056,149.143,1503.3614286212924,16.809999465942383,150.0,2521.4999198913574,11.050000190734863,106.738,1179.4549203586578,16.799999237060547,161.414,2711.755076850891,30.41888236999512,182.218,5542.867907695771,8.80714225769043,58.681,516.8119148235321,12.050000190734863,63.9,769.9950121879577,43.040000915527344,100.733,4335.548412223816
15/04/2024,43.08000183105469,53.816,2318.393378540039,5.366619110107422,102.373,549.3968981590272,7.179999828338623,706.978,5076.101918639182,16.139999389648438,86.628,1398.175867126465,8.179179191589355,204.24,1670.51555809021,6.900000095367432,114.223,788.1387108931541,19.34000015258789,391.535,7572.2869597435,48.43693923950195,63.942,3097.1547688522337,37.03618240356445,578.065,21409.320781116487,9.130000114440918,149.143,1361.675607068062,15.949999809265137,150.0,2392.4999713897705,11.020000457763672,106.738,1176.2528088607787,16.3799991607666,161.414,2643.96118453598,28.199392318725582,182.218,5138.436869533538,8.74989128112793,58.681,513.452370267868,12.119999885559082,63.9,774.4679926872253,41.93000030517578,100.733,4223.734720741272
